,amount,channel_reference,customer_id,customer_name,customer_type,invoice_dt,invoice_number,items,order_date,order_id,order_net_amount,order_status,quantity,shipping_state,sku_id,sku_name,source,user_name,warehouse_name,order_dt,pending_orders,overdue_days,channel
27998,433.5,,1350,Aum Motors,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2355,MGP,2020-08-07 19:13:18,GMD2307,2167.5136,Invoiced,10,Gujarat,72321M67L00,LINING FRONT FENDER RH,Offline,gp_rahul,GM_DEL,2020-08-07 19:13:18,0,0,GoPreneur
31392,23406.22,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,224420.625,Invoiced,15,Gujarat,6RF8536519B9,GRILLE UPPER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31400,2297.09,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,2297.11,Invoiced,5,Gujarat,6RG8536779B9,GRILLE LOWER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31405,8172.81,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,8172.834048,Invoiced,2,Gujarat,6RU807421GRU,COVER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31410,16062.05,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,16062.04,Invoiced,3,Gujarat,6RU823031,HOOD,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31411,11387.9,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,11387.84,Invoiced,5,Gujarat,6RW807221AGRU,COVER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31415,10236.48,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,10236.52339,Invoiced,3,Gujarat,6RG821105K,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31416,7629.75,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,19074.31,Invoiced,5,Gujarat,6RU821105,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31417,3564.69,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,46340.95,Invoiced,13,Gujarat,6RU821106,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31418,10236.48,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,10236.52339,Invoiced,3,Gujarat,6RG821106K,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31419,20892.08,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,20892.47232,Invoiced,5,Gujarat,6RU821105N,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31420,54319.43,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,54320.42803,Invoiced,13,Gujarat,6RU821106N,FENDER,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
31421,38511.36,,1350,Aum Motors,GoPreneur,2020-10-15 00:00:00,D_OUT/20-21/2582,VW GROUP,2020-08-17 18:26:41,GMD2425,38511.34,Invoiced,10,Gujarat,6RG807217GRU,BUMPER COVER ,Offline,d_lalit,GM_DEL,2020-08-17 18:26:41,0,0,GoPreneur
34501,949.5,,1279,Madanlal Fourwheels,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2338,MGP,2020-08-24 17:41:23,GMD2552,949.5,Invoiced,1,Maharashtra,63410M75L00,PANEL WHEEL HOUSE INNER RH,Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34509,1620.01,,1279,Madanlal Fourwheels,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2471,MGP,2020-08-24 17:41:23,GMD2552,1620,Invoiced,1,Maharashtra,71711M67K005PK,BUMPER FRONT,Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34516,1656,,1279,Madanlal Fourwheels,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2471,MGP,2020-08-24 17:41:23,GMD2552,1656,Invoiced,1,Maharashtra,71711M79G005PK,"BUMPER,FRONT (PAINTABLE GRADE)",Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34517,1620.01,,1279,Madanlal Fourwheels,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2471,MGP,2020-08-24 17:41:23,GMD2552,3240,Invoiced,2,Maharashtra,71711M83P005PK,"BUMPER, FRONT (BLACK)",Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34546,2663.99,,1279,Madanlal Fourwheels,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2338,MGP,2020-08-24 17:41:23,GMD2552,9471.933333,Invoiced,8,Maharashtra,72321M74L00,LINING FRONT FENDER RH,Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34547,2173.49,,1279,Madanlal Fourwheels,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2338,MGP,2020-08-24 17:41:23,GMD2552,5247.44,Invoiced,13,Maharashtra,72321M75J11,"LINING,FR FENDER,R",Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34548,2299.44,,1279,Madanlal Fourwheels,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2350,MGP,2020-08-24 17:41:23,GMD2552,2299.4496,Invoiced,7,Maharashtra,72322M68P00,"LINING,FRONT FENDER,L",Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34549,2663.99,,1279,Madanlal Fourwheels,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2471,MGP,2020-08-24 17:41:23,GMD2552,2663.98,Invoiced,8,Maharashtra,72322M74L00,LINING FRONT FENDER LH,Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
34555,5544,,1279,Madanlal Fourwheels,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2348,MGP,2020-08-24 17:41:23,GMD2552,5544,Invoiced,11,Maharashtra,72480M55R00,LINING COMP FRONT FENDER L,Offline,gp_rahul,GM_DEL,2020-08-24 17:41:23,0,0,GoPreneur
35597,369,,1148,Delhi Motors Stores,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2465,MGP,2020-08-26 17:24:29,GMD2592,368.99,Invoiced,5,Uttar Pradesh,16510M68K00,FILTER ASSYOIL,Offline,gp_rahul,GM_DEL,2020-08-26 17:24:29,0,0,GoPreneur
35600,2198.7,,1148,Delhi Motors Stores,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2465,MGP,2020-08-26 17:24:29,GMD2592,4397.4,Invoiced,2,Uttar Pradesh,22011M77P00,CLUTCH SET,Offline,gp_rahul,GM_DEL,2020-08-26 17:24:29,0,0,GoPreneur
35641,135,,1148,Delhi Motors Stores,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2465,MGP,2020-08-26 17:24:29,GMD2592,202.49,Invoiced,3,Uttar Pradesh,71751M74L105PK,"BEZEL, FRONT FOG LAMP RH",Offline,gp_rahul,GM_DEL,2020-08-26 17:24:29,0,0,GoPreneur
35652,197.11,,1148,Delhi Motors Stores,GoPreneur,2020-10-13 00:00:00,D_OUT/20-21/2465,MGP,2020-08-26 17:24:29,GMD2592,197.1,Invoiced,3,Uttar Pradesh,71761M74L105PK,"BEZEL, FRONT FOG LAMP LH",Offline,gp_rahul,GM_DEL,2020-08-26 17:24:29,0,0,GoPreneur
37746,4841.66,,1457,M.K. Motors,Workshop,2020-10-13 00:00:00,D_OUT/20-21/2469,TOYOTA,2020-09-02 15:28:30,GMD2695,4841.658,Invoiced,1,Haryana,233000N091,"FILTER ASSY, FUEL",Offline,d_priya,GM_DEL,2020-09-02 15:28:30,0,0,GoMechanic W/S - Ops
37747,3875.62,,1457,M.K. Motors,Workshop,2020-10-13 00:00:00,D_OUT/20-21/2469,TOYOTA,2020-09-02 15:28:30,GMD2695,3875.6156,Invoiced,4,Haryana,233900N090,ELEMENT SUB-ASSY FUE,Offline,d_priya,GM_DEL,2020-09-02 15:28:30,0,0,GoMechanic W/S - Ops
37748,4030.14,,1457,M.K. Motors,Workshop,2020-10-13 00:00:00,D_OUT/20-21/2469,TOYOTA,2020-09-02 15:28:30,GMD2695,4030.1366,Invoiced,10,Haryana,90915YZZD2,OIL FILTER 75*85,Offline,d_priya,GM_DEL,2020-09-02 15:28:30,0,0,GoMechanic W/S - Ops
38448,3540.16,,1467,GURU KRIPA CAR CARE,GoPreneur,2020-10-22 00:00:00,D_OUT/20-21/2789,HYUNDAI,2020-09-03 15:50:46,GMD2738,3540.16,Invoiced,4,JHARKHAND,82120B4000,W/STRIP-FR DR BODY SIDE RH,Offline,gp_rahul,GM_DEL,2020-09-03 15:50:46,0,0,GoPreneur
38449,3540.16,,1467,GURU KRIPA CAR CARE,GoPreneur,2020-10-22 00:00:00,D_OUT/20-21/2789,HYUNDAI,2020-09-03 15:50:46,GMD2738,3540.16,Invoiced,4,JHARKHAND,82110B4000,W/STRIP-FR DR BODY SIDE LH,Offline,gp_rahul,GM_DEL,2020-09-03 15:50:46,0,0,GoPreneur
38451,2270.56,,1467,GURU KRIPA CAR CARE,GoPreneur,2020-10-22 00:00:00,D_OUT/20-21/2789,HYUNDAI,2020-09-03 15:50:46,GMD2738,2270.55,Invoiced,2,JHARKHAND,96640B4200,HORN ASSY-LOW PITCH,Offline,gp_rahul,GM_DEL,2020-09-03 15:50:46,0,0,GoPreneur
38452,3556.73,,1467,GURU KRIPA CAR CARE,GoPreneur,2020-10-22 00:00:00,D_OUT/20-21/2789,HYUNDAI,2020-09-03 15:50:46,GMD2738,3556.73,Invoiced,2,JHARKHAND,966200X110,HORN ASSY-HIGH PITCH,Offline,gp_rahul,GM_DEL,2020-09-03 15:50:46,0,0,GoPreneur
38453,1045.12,,1467,GURU KRIPA CAR CARE,GoPreneur,2020-10-22 00:00:00,D_OUT/20-21/2789,HYUNDAI,2020-09-03 15:50:46,GMD2738,1045.12,Invoiced,2,JHARKHAND,825304N000,RUN ASSY-FR DR WDO GLASS LH,Offline,gp_rahul,GM_DEL,2020-09-03 15:50:46,0,0,GoPreneur
39420,5216.5,gm_storefront,1164,Anand Tempo House,Retailers,2020-10-21 00:00:00,M_OUT/20-21/758,HYUNDAI,2020-09-04 21:11:22,GMM1473,5216.503296,Invoiced,4,Maharashtra,581011VA00,PAD KIT-FRONT DISC BRAKE,offline,GM_BOM,GM_BOM,2020-09-04 21:11:22,0,0,Retailers - West
39447,806.47,gm_storefront,1164,Anand Tempo House,Retailers,2020-10-21 00:00:00,M_OUT/20-21/757,HYUNDAI,2020-09-04 16:35:57,GMM1470,806.476428,Invoiced,3,Maharashtra,281131J000,FILTER-AIR CLEANER,offline,GM_BOM,GM_BOM,2020-09-04 16:35:57,0,0,Retailers - West
39551,15316.64,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,0,Cancelled,90,Maharashtra,15400RAFT01,OIL FILTER CARTRI,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39552,5854.35,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,0,Cancelled,1,Maharashtra,1901055SE01,RADIATOR COMP,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39553,58366.8,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,0,Cancelled,15,Maharashtra,2220059M003,DISK COMP. FRICTI,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39554,65034.77,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,7231.3344,Invoiced,50,Maharashtra,22200RE1005,DISK COMP FRICTION,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39555,36590.87,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,0,Cancelled,15,Maharashtra,2230059M003,DISK COMP. PRESSU,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39556,60724.15,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,6747.12576,Invoiced,50,Maharashtra,22300RE1005,DISK COMP PRESSURE,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39557,20813.31,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,6893.5136,Invoiced,40,Maharashtra,22810R0Z006,BRG.CLUTCH RLS,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39558,107751.6,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,5722.2368,Invoiced,40,Maharashtra,45022T9CN00,SET. PAD FR(16CL-1,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
39559,14540.49,gm_storefront,1184,Devang Auto Parts,Retailers,2020-10-06 00:00:00,M_OUT/20-21/641,HONDA,2020-09-04 11:40:10,GMM1458,0,Cancelled,5,Maharashtra,46925T6E013,M/C ASSY.CLUTCH,offline,GM_BOM,GM_BOM,2020-09-04 11:40:10,0,0,Retailers - West
40069,5823.94,,1375,Soham Motors,GoPreneur,2020-10-05 00:00:00,D_OUT/20-21/2238,HYUNDAI,2020-09-05 12:00:56,GMD2799,5823.93,Invoiced,4,Gujarat,553001J000,SHOCK ABSORBER ASSY-REAR,Offline,gp_rahul,GM_DEL,2020-09-05 12:00:56,0,0,GoPreneur
40090,32465.02,,1375,Soham Motors,GoPreneur,2020-10-05 00:00:00,D_OUT/20-21/2238,HYUNDAI,2020-09-05 12:00:56,GMD2799,32465.02,Invoiced,10,Gujarat,58101A0A50,PAD KIT-FRONT DISC BRAKE,Offline,gp_rahul,GM_DEL,2020-09-05 12:00:56,0,0,GoPreneur
41192,1315.33,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,1315.32,Invoiced,1,Tamil Nadu,54650B4030,"STRUT ASSY-FR,LH",Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41193,1315.33,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,1315.32,Invoiced,1,Tamil Nadu,54660B4030,"STRUT ASSY-FR,RH",Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41194,2695.63,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,2695.62,Invoiced,1,Tamil Nadu,25310B4200,RADIATOR ASSY,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41195,1670.35,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,1670.34,Invoiced,1,Tamil Nadu,54500B4000,"ARM COMPLETE-FR LWR,LH",Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41196,1670.35,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,1670.34,Invoiced,1,Tamil Nadu,54501B4000,"ARM COMPLETE-FR LWR,RH",Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41197,950.61,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,950.6,Invoiced,1,Tamil Nadu,87620B4210,"MIRROR ASSY-OUTSIDE RR VIEW,RH",Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41198,338.53,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,338.53,Invoiced,1,Tamil Nadu,252122A840,RIBBED BELT-V,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41199,515.58,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,515.58,Invoiced,1,Tamil Nadu,252882A810,PULLEY ASSY-IDLER,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41200,526.72,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,526.72,Invoiced,1,Tamil Nadu,3922038030,SENSOR & G/UNIT-WATER TEMPERTU,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41201,471.42,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,471.42,Invoiced,1,Tamil Nadu,25430B4200,TANK ASSY-RESERVOIR,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41202,211.47,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-22 00:00:00,D_OUT/20-21/2794,HYUNDAI,2020-09-09 18:16:15,GMD2901,211.46,Invoiced,1,Tamil Nadu,2521222030,RIBBED BELT-V,Offline,gp_rahul,GM_DEL,2020-09-09 18:16:15,0,0,GoPreneur
41204,417.18,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-13 00:00:00,D_OUT/20-21/2462,TOYOTA,2020-09-09 18:11:04,GMD2900,417.17,Invoiced,2,Tamil Nadu,165710L060,"HOSE, RADIATOR, NO.1",Offline,gp_rahul,GM_DEL,2020-09-09 18:11:04,0,0,GoPreneur
41205,399.47,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-13 00:00:00,D_OUT/20-21/2462,TOYOTA,2020-09-09 18:11:04,GMD2900,399.46,Invoiced,1,Tamil Nadu,90915YZZD2,OIL FILTER 75*85,Offline,gp_rahul,GM_DEL,2020-09-09 18:11:04,0,0,GoPreneur
41206,5218.69,,1346,GK Automobiles - Trruchirapalli,Retailers,2020-10-13 00:00:00,D_OUT/20-21/2462,TOYOTA,2020-09-09 18:11:04,GMD2900,5218.69,Invoiced,20,Tamil Nadu,L0888083119,TOYOTA ENGINE OIL - 1 LTR,Offline,gp_rahul,GM_DEL,2020-09-09 18:11:04,0,0,GoPreneur
41246,5085.59,,1490,R K Enterprises,GoPreneur,2020-10-10 00:00:00,D_OUT/20-21/2409,TOYOTA,2020-09-09 16:39:35,GMD2893,5085.59,Invoiced,4,Jharkhand,0495202030,"PIN KIT, DISC BRAKE",Offline,gp_rahul,GM_DEL,2020-09-09 16:39:35,0,0,GoPreneur
41983,10757.22,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,10757.22,Invoiced,1,Maharashtra ,1610009460,"PUMP ASSY, WATER",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41987,30096.38,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,30096.38,Invoiced,2,Maharashtra ,488110K050,"BAR, STABILIZER, FR",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41990,901.94,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,901.94,Invoiced,1,Maharashtra ,681410K040,"RUN, FR DOOR GLASS,",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41991,822.97,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,822.96,Invoiced,1,Maharashtra ,681420K040,"RUN, RR DOOR GLASS,",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41992,901.94,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,901.94,Invoiced,1,Maharashtra ,681510K040,"RUN, FR DOOR GLASS,",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41993,822.97,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,822.96,Invoiced,1,Maharashtra ,681520K040,"RUN, RR DOOR GLASS,",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
41994,410.97,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,410.97,Invoiced,1,Maharashtra ,687100K030,"HINGE ASSY, FR DOOR,",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
42001,1221.73,,1497,Galaxy Autocare Pvt Ltd ,,2020-10-10 00:00:00,D_OUT/20-21/2403,TOYOTA,2020-09-10 16:15:34,GMD2938,1221.73,Invoiced,4,Maharashtra ,90948T1001,"CUSHION, SHOCK ABSOR",Offline,gp_rahul,GM_DEL,2020-09-10 16:15:34,0,0,
42322,1278.72,,1308,SK Automobiles,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2352,MGP,2020-09-10 15:00:17,GMD2930,1278.72,Invoiced,3,Kerala,72321M74L00,LINING FRONT FENDER RH,Offline,gp_rahul,GM_DEL,2020-09-10 15:00:17,0,0,GoPreneur
42323,437.39,,1308,SK Automobiles,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2352,MGP,2020-09-10 15:00:17,GMD2930,437.39136,Invoiced,3,Kerala,72321M79G00,LININGFR FENDER RH,Offline,gp_rahul,GM_DEL,2020-09-10 15:00:17,0,0,GoPreneur
42324,4994.96,,1308,SK Automobiles,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2352,MGP,2020-09-10 15:00:17,GMD2930,4994.9568,Invoiced,15,Kerala,72322M74L00,LINING FRONT FENDER LH,Offline,gp_rahul,GM_DEL,2020-09-10 15:00:17,0,0,GoPreneur
42326,728.99,,1308,SK Automobiles,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2352,MGP,2020-09-10 15:00:17,GMD2930,728.9856,Invoiced,5,Kerala,72322M79G00,"LINING,FR FENDER LH",Offline,gp_rahul,GM_DEL,2020-09-10 15:00:17,0,0,GoPreneur
42691,5573.61,,1018,Mallinath Motors,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2361,HONDA,2020-09-10 11:17:32,GMD2910,13934.04,Invoiced,5,Gujarat,45022T9DD00,SET.PAD FR(16CL-1,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42692,14904.78,,1018,Mallinath Motors,GoPreneur,2020-10-16 00:00:00,D_OUT/20-21/2626,HONDA,2020-09-10 11:17:32,GMD2910,14905.01069,Invoiced,3,Gujarat,45022TG0T00,SET.PAD FR (16CL-14V,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42699,6180.56,,1018,Mallinath Motors,GoPreneur,2020-10-16 00:00:00,D_OUT/20-21/2626,HONDA,2020-09-10 11:17:32,GMD2910,6180.858624,Invoiced,3,Gujarat,51611TG2T23,DAMPER UNIT R FR,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42711,3900.36,,1018,Mallinath Motors,GoPreneur,2020-10-16 00:00:00,D_OUT/20-21/2626,HONDA,2020-09-10 11:17:32,GMD2910,3900.374656,Invoiced,1,Gujarat,71120-T5A-Z00,GRILLE ASSY.FR,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42722,130,,1018,Mallinath Motors,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2361,HONDA,2020-09-10 11:17:32,GMD2910,324.92,Invoiced,5,Gujarat,71198T5SK00,SPACER L.FR BUMPER,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42736,5648.28,,1018,Mallinath Motors,GoPreneur,2020-10-14 00:00:00,D_OUT/20-21/2536,HONDA,2020-09-10 11:17:32,GMD2910,5648.323968,Invoiced,3,Gujarat,51350T9CT12,LWR ARM ASSY R. FR(DIE),Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42737,5604.33,,1018,Mallinath Motors,GoPreneur,2020-10-14 00:00:00,D_OUT/20-21/2536,HONDA,2020-09-10 11:17:32,GMD2910,5604.52032,Invoiced,3,Gujarat,51360T9CT12,LWR ARM ASSY L. FR(DIE),Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42747,8537.96,,1018,Mallinath Motors,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2361,HONDA,2020-09-10 11:17:32,GMD2910,8537.95,Invoiced,3,Gujarat,45022T4Z306,SET PAD ASSY,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42750,5183.68,,1018,Mallinath Motors,GoPreneur,2020-10-14 00:00:00,D_OUT/20-21/2536,HONDA,2020-09-10 11:17:32,GMD2910,20734.72,Invoiced,4,Gujarat,52610T9DT01,DAMPER ASSY.RR,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
42756,3900.38,,1018,Mallinath Motors,GoPreneur,2020-10-08 00:00:00,D_OUT/20-21/2361,HONDA,2020-09-10 11:17:32,GMD2910,3900.37,Invoiced,1,Gujarat,71120T5AZ00,GRILLE ASSY.FR,Offline,gp_rahul,GM_DEL,2020-09-10 11:17:32,0,0,GoPreneur
